Education Field,Program Name,County,Municipality,Multiple Municipalities,YH Points,Provider Admin Unit,Case Number,Year,Study Weeks,Study Years
Data/It,Bi-Analyst Med Ai-Kompetens,Västra Götaland,Uddevalla,0,400,Yrkesakademin Yh Ab,MYH 2021/4084,2021,80,1.54
Data/It,Blockchainutvecklare,Stockholm,Stockholm,0,400,Medieinstitutet I Sverige Ab,MYH 2021/4416,2021,80,1.54
Data/It,Business Intelligence-Analytiker,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3749,2021,80,1.54
Data/It,Cloud- Och Infrastrukturspecialist,Kronoberg,Växjö,0,420,Ec Utbildning Ab Växjö,MYH 2021/3380,2021,84,1.62
Data/It,Cloudutvecklare,Västra Götaland,Mölndal,0,400,Campus Mölndal,MYH 2021/3991,2021,80,1.54
Data/It,Cloudutvecklare Aws,Stockholm,Stockholm,0,400,Jensen Education School Ab,MYH 2021/3922,2021,80,1.54
Data/It,Cloudutvecklare Aws,Västra Götaland,Göteborg,0,400,Jensen Education School Ab,MYH 2021/3853,2021,80,1.54
Data/It,Cloudutvecklare Azure,Stockholm,Stockholm,0,400,Jensen Education School Ab,MYH 2021/3960,2021,80,1.54
Data/It,Customer Data Developer,Stockholm,Stockholm,0,400,Ihm Business School Ab Stockholm,MYH 2021/3460,2021,80,1.54
Data/It,Data Engineer,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3763,2021,80,1.54
Data/It,Data Scientist,Västra Götaland,Göteborg,0,400,Ec Utbildning Ab Göteborg,MYH 2021/3676,2021,80,1.54
Data/It,"Dataanalytiker - Digitala Spel, Upplevelser, Produkter Och Tjänster",Västerbotten,Skellefteå,0,300,Skellefteå Kommun Vuxenutbildningen,MYH 2021/3877,2021,60,1.15
Data/It,Experience Designer -  Stockholm,Stockholm,Stockholm,0,400,Changemaker Educations Ab,MYH 2021/4386,2021,80,1.54
Data/It,Fpga Systemutvecklare,Västmanland,Surahammar,0,220,Agstu Ab,MYH 2021/3464,2021,44,0.85
Data/It,Front End Developer,Skåne,Malmö,0,400,Medieinstitutet I Sverige Ab,MYH 2021/4341,2021,80,1.54
Data/It,Front End Developer,Stockholm,Stockholm,0,400,Medieinstitutet I Sverige Ab,MYH 2021/4336,2021,80,1.54
Data/It,Front End Developer,Stockholm,Stockholm,0,405,Kyh Ab Stockholm,MYH 2021/3655,2021,81,1.56
Data/It,Frontend Developer,Stockholm,Stockholm,0,400,Hyper Island Program Ab - Stockholm,MYH 2021/3599,2021,80,1.54
Data/It,Frontendutvecklare,Skåne,Helsingborg,0,400,Ec Utbildning Ab Helsingborg,MYH 2021/3415,2021,80,1.54
Data/It,Frontendutvecklare,Stockholm,Stockholm,0,400,Jensen Education School Ab,MYH 2021/3941,2021,80,1.54
Data/It,Frontendutvecklare,Västra Götaland,Göteborg,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4033,2021,80,1.54
Data/It,Frontendutvecklare,Västra Götaland,Göteborg,0,400,Jensen Education School Ab,MYH 2021/3838,2021,80,1.54
Data/It,Frontend-Utvecklare,Kronoberg,Växjö,0,400,Ec Utbildning Ab Växjö,MYH 2021/3383,2021,80,1.54
Data/It,Frontend-Utvecklare,Stockholm,Stockholm,0,400,It-Högskolan Stockholm Ab,MYH 2021/3443,2021,80,1.54
Data/It,Frontend-Utvecklare,Västra Götaland,Göteborg,0,400,It-Högskolan Sverige Ab,MYH 2021/3444,2021,80,1.54
Data/It,Frontendutvecklare För Mobil Och Webb,Stockholm,Stockholm,0,425,Chas Academy Ab,MYH 2021/3896,2021,85,1.63
Data/It,Frontendutvecklare Inriktning Webbsäkerhet,Stockholm,Stockholm,0,400,Jensen Education School Ab,MYH 2021/3894,2021,80,1.54
Data/It,Frontendutvecklare Inriktning Webbsäkerhet,Västra Götaland,Göteborg,0,400,Jensen Education School Ab,MYH 2021/3848,2021,80,1.54
Data/It,Fullstackutvecklare .Net,Stockholm,Stockholm,0,410,Chas Academy Ab,MYH 2021/3928,2021,82,1.58
Data/It,Fullstackutvecklare Javascript,Stockholm,Stockholm,0,430,Chas Academy Ab,MYH 2021/3900,2021,86,1.65
Data/It,Futuregames Qa / Game Tester,Norrbotten,Boden,0,300,Changemaker Educations Ab,MYH 2021/4291,2021,60,1.15
Data/It,Industrial Technical Artist,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3862,2021,80,1.54
Data/It,Iot-Utvecklare,Stockholm,Stockholm,0,400,Stiftelsen Stockholms Tekniska Institut,MYH 2021/3850,2021,80,1.54
Data/It,It-Infrastrukturtekniker - Moln & Säkerhet,Kronoberg,Ljungby,0,400,Idé & Resurscentrum I Ljungby Ab,MYH 2021/3500,2021,80,1.54
Data/It,It-Projektledare,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2021/3544,2021,80,1.54
Data/It,It-Projektledare,Stockholm,Stockholm,0,300,Jensen Education School Ab,MYH 2021/3906,2021,60,1.15
Data/It,It-Säkerhetsspecialist,Västra Götaland,Göteborg,0,425,Ec Utbildning Ab Göteborg,MYH 2021/3683,2021,85,1.63
Data/It,It-Säkerhetstekniker - Etisk Hackare,Flera Kommuner,Flera Kommuner,1,440,Edugrade Ab,MYH 2021/4311,2021,88,1.69
Data/It,Javascriptutvecklare,Västra Götaland,Göteborg,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4031,2021,80,1.54
Data/It,Javascript-Utvecklare,Västra Götaland,Göteborg,0,400,It-Högskolan Sverige Ab,MYH 2021/3430,2021,80,1.54
Data/It,Javautvecklare,Skåne,Malmö,0,400,Grit Academy Ab,MYH 2021/3565,2021,80,1.54
Data/It,Javautvecklare,Stockholm,Stockholm,0,415,Stiftelsen Stockholms Tekniska Institut,MYH 2021/4323,2021,83,1.6
Data/It,Javautvecklare,Västra Götaland,Mölndal,0,400,Campus Mölndal,MYH 2021/3997,2021,80,1.54
Data/It,Javautvecklare,Västra Götaland,Göteborg,0,405,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3785,2021,81,1.56
Data/It,Kvalitetssäkrare Och Testare Inom It,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3778,2021,80,1.54
Data/It,Mjukvarutestare,Örebro,Örebro,0,325,Ec Utbildning Ab Örebro,MYH 2021/3390,2021,65,1.25
Data/It,Mjukvaruutvecklare,Östergötland,Norrköping,0,400,Östsvenska Yrkeshögskolan Ab,MYH 2021/3760,2021,80,1.54
Data/It,Mjukvaruutvecklare För Mobilitetstjänster,Västra Götaland,Göteborg,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4052,2021,80,1.54
Data/It,Mobilapplikationsutvecklare,Västra Götaland,Göteborg,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4037,2021,80,1.54
Data/It,Moln- Och Virtualiseringsspecialist,Västra Götaland,Mölndal,0,400,Campus Mölndal,MYH 2021/3995,2021,80,1.54
Data/It,Moln- Och Virtualiseringstekniker,Skåne,Malmö,0,400,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2021/4101,2021,80,1.54
Data/It,Objektorienterad Programmering Med Inriktning Ai - Göteborg,Västra Götaland,Göteborg,0,400,Handelsakademin I Göteborg Ab,MYH 2021/4086,2021,80,1.54
Data/It,Programutvecklare Java,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3851,2021,80,1.54
Data/It,Pythonutvecklare Inom Ai,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3860,2021,80,1.54
Data/It,Pythonutvecklare Inriktning Ai,Västra Götaland,Göteborg,0,405,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3674,2021,81,1.56
Data/It,Server- Och Virtualiseringsspecialist,Örebro,Örebro,0,400,Ec Utbildning Ab Örebro,MYH 2021/3388,2021,80,1.54
Data/It,Spelprogrammerare,Skåne,Malmö,0,550,Tga Utbildning Ab,MYH 2021/3360,2021,110,2.12
Data/It,Systemutvecklare .Net,Skåne,Malmö,0,400,Newton Kompetensutveckling Ab,MYH 2021/3700,2021,80,1.54
Data/It,Systemutvecklare .Net,Västerbotten,Umeå,0,400,Yrkesakademin Yh Ab,MYH 2021/3131,2021,80,1.54
Data/It,Systemutvecklare Inriktning Säkerhet,Skåne,Malmö,0,400,Jensen Education School Ab,MYH 2021/4132,2021,80,1.54
Data/It,Systemutvecklare.Net,Västra Götaland,Borås,0,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/3931,2021,80,1.54
Data/It,Systemutvecklare.Net,Östergötland,Linköping,0,420,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3580,2021,84,1.62
Data/It,Säkerhetsspecialist,Flera Kommuner,Flera Kommuner,1,400,It-Högskolan Sverige Ab,MYH 2021/3448,2021,80,1.54
Data/It,Teknisk Testare,Västra Götaland,Göteborg,0,300,Jensen Education School Ab,MYH 2021/3808,2021,60,1.15
Data/It,Ux Designer,Flera Kommuner,Flera Kommuner,1,405,Ec Utbildning Ab Malmö,MYH 2021/3412,2021,81,1.56
Data/It,Ux Designer,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3834,2021,80,1.54
Data/It,Ux/Ui-Designer Med Frontendkompetens,Stockholm,Stockholm,0,420,Chas Academy Ab,MYH 2021/3815,2021,84,1.62
Data/It,Ux-Designer,Stockholm,Nacka,0,400,Kyh Ab Stockholm,MYH 2021/3705,2021,80,1.54
Data/It,Virtual Reality-Utvecklare,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3795,2021,80,1.54
Data/It,Webbutvecklare,Jönköping,Jönköping,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/4129,2021,80,1.54
Data/It,Webbutvecklare,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3787,2021,80,1.54
Data/It,Webbutvecklare .Net,Jönköping,Värnamo,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2021/4160,2021,80,1.54
Data/It,Webbutvecklare Frontend,Flera Kommuner,Flera Kommuner,1,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/3920,2021,80,1.54
Data/It,Webbutvecklare Inom .Net,Halland,Halmstad,0,400,Ec Utbildning Ab Halmstad,MYH 2021/3692,2021,80,1.54
Data/It,Webbutvecklare Inom .Net,Värmland,Karlstad,0,400,Ec Utbildning Ab Örebro,MYH 2021/3374,2021,80,1.54
Data/It,Webbutvecklare Inom .Net,Västra Götaland,Göteborg,0,400,Ec Utbildning Ab Göteborg,MYH 2021/3689,2021,80,1.54
Data/It,Webbutvecklare Inom .Net,Örebro,Örebro,0,400,Ec Utbildning Ab Örebro,MYH 2021/3389,2021,80,1.54
Data/It,Xr Creative Developer,Stockholm,Stockholm,0,400,Hyper Island Program Ab - Stockholm,MYH 2021/3716,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Administratör Inom Vård Och Omsorg Och Funktionsstöd,Västra Götaland,Göteborg,0,200,"Göteborgs Stad, Yrgo",MYH 2021/3563,2021,40,0.77
"Ekonomi, Administration Och Försäljning",Bank- Och Försäkringsrådgivare,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3904,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Butiksledare Inom Handel Och Dagligvaror,Stockholm,Stockholm,0,300,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/3929,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Customer Experience Specialist,Stockholm,Stockholm,0,420,Ihm Business School Ab Stockholm,MYH 2021/3417,2021,84,1.62
"Ekonomi, Administration Och Försäljning",Demand Chain Management - Digitala Lösningar För Hållbara Globala Försörjningskedjor,Flera Kommuner,Flera Kommuner,1,425,One Academy Ab,MYH 2021/4400,2021,85,1.63
"Ekonomi, Administration Och Försäljning",Digital Analytics,Stockholm,Stockholm,0,320,Medieinstitutet I Sverige Ab,MYH 2021/4340,2021,64,1.23
"Ekonomi, Administration Och Försäljning",Digital Analytiker,Skåne,Malmö,0,320,Medieinstitutet I Sverige Ab,MYH 2021/4339,2021,64,1.23
"Ekonomi, Administration Och Försäljning",Digital Business Developer,Västra Götaland,Borås,0,400,Borås Stad - Borås Yrkeshögskola,MYH 2021/3913,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marketing Specialist,Västra Götaland,Göteborg,0,400,Ihm Business School Ab Göteborg,MYH 2021/3304,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marknadsförare,Stockholm,Solna,0,400,Sälj & Marknadshögskolan I Sverige Ab - Stockholm,MYH 2021/3179,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marknadsförare,Stockholm,Stockholm,0,400,Stockholms Internationella Handelsskola Ab,MYH 2021/3695,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Digital Marknadsföringsspecialist,Jönköping,Jönköping,0,410,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3625,2021,82,1.58
"Ekonomi, Administration Och Försäljning",Digital Store Manager,Flera Kommuner,Flera Kommuner,1,300,"Uddevalla Kommun, Vuxenutbildningen",MYH 2021/3217,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Eco Sale,Stockholm,Solna,0,210,Hermods Ab Stockholm,MYH 2021/3184,2021,42,0.81
"Ekonomi, Administration Och Försäljning",E-Commerce Logistiker,Stockholm,Stockholm,0,400,Ihm Business School Ab Stockholm,MYH 2021/3476,2021,80,1.54
"Ekonomi, Administration Och Försäljning",E-Commerce Manager,Jönköping,Jönköping,0,415,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3687,2021,83,1.6
"Ekonomi, Administration Och Försäljning",E-Commerce Product Manager,Flera Kommuner,Flera Kommuner,1,400,"Uddevalla Kommun, Vuxenutbildningen",MYH 2021/3216,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Ekonomi- Och Redovisningskonsult,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/4085,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Försäkringsrådgivare/Skadereglerare/Riskbedömare,Stockholm,Stockholm,0,400,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4123,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Inköpare Med Hållbarhetskompetens,Stockholm,Stockholm,0,400,Näringslivsakademin,MYH 2021/3404,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Key Account Manager,Flera Kommuner,Flera Kommuner,1,225,Ihm Business School Ab Malmö,MYH 2021/3274,2021,45,0.87
"Ekonomi, Administration Och Försäljning",Key Account Manager,Stockholm,Solna,0,200,Sälj & Marknadshögskolan I Sverige Ab - Stockholm,MYH 2021/3195,2021,40,0.77
"Ekonomi, Administration Och Försäljning",Key Account Manager,Östergötland,Linköping,0,200,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3559,2021,40,0.77
"Ekonomi, Administration Och Försäljning",Kvalificerad Inköpare,Stockholm,Stockholm,0,400,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4105,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Löne- Och Ekonomikonsult,Västra Götaland,Härryda,0,300,"Härryda Kommun, Yrkeshögskolan I Mölnlycke",MYH 2021/3612,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Löneekonom - Inriktning Systemkunskap,Stockholm,Stockholm,0,400,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/3951,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Lönekonsult Med Digital Kompetens,Gävleborg,Gävle,0,420,Plushögskolan Ab - Affärshögskolan,MYH 2021/3367,2021,84,1.62
"Ekonomi, Administration Och Försäljning",Lönespecialist,Flera Kommuner,Flera Kommuner,1,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3933,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Lönespecialist Med Systeminriktning,Stockholm,Stockholm,0,400,Iterum Education Ab,MYH 2021/3842,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Marketing Automation,Stockholm,Stockholm,0,400,Medieinstitutet I Sverige Ab,MYH 2021/4342,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Marketing Automation Specialist,Skåne,Helsingborg,0,400,Yrkesakademin Yh Ab,MYH 2021/3368,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Marketing Automation Specialist,Stockholm,Järfälla,0,400,Yrkesakademin Yh Ab,MYH 2021/4168,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Marknadskoordinator,Stockholm,Stockholm,0,320,Medieinstitutet I Sverige Ab,MYH 2021/4404,2021,64,1.23
"Ekonomi, Administration Och Försäljning",Medicinsk Sekreterare,Stockholm,Botkyrka,0,400,"Botkyrka Kommun, Xenter Botkyrka",MYH 2021/3935,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Medicinsk Sekreterare,Stockholm,Stockholm,0,400,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/4220,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Medicinsk Sekreterare,Västra Götaland,Skövde,0,400,"Skövde Kommun, Skövde Yrkeshögskola",MYH 2021/4191,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Medicinsk Vårdadministratör,Örebro,Örebro,0,400,Consensus Sverige Ab,MYH 2021/3736,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Online Merchandiser,Västra Götaland,Göteborg,0,400,Sälj & Marknadshögskolan I Sverige Ab,MYH 2021/3085,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Onlinemarknadsförare Gbg,Västra Götaland,Göteborg,0,320,Medieinstitutet I Sverige Ab,MYH 2021/4365,2021,64,1.23
"Ekonomi, Administration Och Försäljning",Optikerassistent,Jönköping,Jönköping,0,200,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3533,2021,40,0.77
"Ekonomi, Administration Och Försäljning",Payroll Business Partner,Skåne,Malmö,0,410,Stockholm School Of Business,MYH 2021/4348,2021,82,1.58
"Ekonomi, Administration Och Försäljning",Redovisningsekonom,Skåne,Helsingborg,0,430,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3855,2021,86,1.65
"Ekonomi, Administration Och Försäljning",Redovisningskonsult,Flera Kommuner,Flera Kommuner,1,400,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4391,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Redovisningskonsult,Skåne,Helsingborg,0,440,Competensum Skåne Nordväst Ab,MYH 2021/3699,2021,88,1.69
"Ekonomi, Administration Och Försäljning",Redovisningskonsult,Stockholm,Stockholm,0,400,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4109,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Redovisningskonsult,Stockholm,Stockholm,0,410,Stockholm School Of Business,MYH 2021/3567,2021,82,1.58
"Ekonomi, Administration Och Försäljning",Strategiskt Inköp Och Upphandling,Flera Kommuner,Flera Kommuner,1,430,One Academy Ab,MYH 2021/4249,2021,86,1.65
"Ekonomi, Administration Och Försäljning",Strategiskt Inköp Och Upphandling,Flera Kommuner,Flera Kommuner,1,430,One Academy Ab,MYH 2021/4200,2021,86,1.65
"Ekonomi, Administration Och Försäljning",Strategiskt Inköp Och Upphandling,Västra Götaland,Göteborg,0,430,One Academy Ab,MYH 2021/4185,2021,86,1.65
"Ekonomi, Administration Och Försäljning",Strategiskt Inköp Och Upphandling,Östergötland,Linköping,0,430,One Academy Ab,MYH 2021/4214,2021,86,1.65
"Ekonomi, Administration Och Försäljning",Technical Account Manager,Örebro,Örebro,0,420,Hermods Ab Örebro,MYH 2021/3921,2021,84,1.62
"Ekonomi, Administration Och Försäljning",Technicial Sales Manager,Stockholm,Stockholm,0,405,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3253,2021,81,1.56
"Ekonomi, Administration Och Försäljning",Tullspecialist,Stockholm,Stockholm,0,300,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3136,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Tullspecialist (Ccs),Västra Götaland,Härryda,0,300,"Härryda Kommun, Yrkeshögskolan I Mölnlycke",MYH 2021/3604,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Verksamhetsledare/Samordnare Inom Social Omsorg,Stockholm,Upplands-Bro,0,200,"Upplands-Bro Kommun, Vuxenutbildningen",MYH 2021/3729,2021,40,0.77
"Ekonomi, Administration Och Försäljning",Visual Merchandiser,Stockholm,Stockholm,0,300,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/3939,2021,60,1.15
"Ekonomi, Administration Och Försäljning",Visual Merchandiser - Unified Commerce,Västra Götaland,Göteborg,0,400,Ihm Business School Ab Göteborg,MYH 2021/3303,2021,80,1.54
"Ekonomi, Administration Och Försäljning",Vårdadministratör,Östergötland,Linköping,0,400,Östsvenska Yrkeshögskolan Ab,MYH 2021/3300,2021,80,1.54
Friskvård Och Kroppsvård,Hud- Och Spaterapeut,Stockholm,Nacka,0,300,Hudvårdshögskolan International Beauty School Of Sweden Ab,MYH 2021/3548,2021,60,1.15
Friskvård Och Kroppsvård,Hud- Och Spaterapeut,Stockholm,Solna,0,300,Yrkeshögskolan För Hudvård & Spa Ab,MYH 2021/3668,2021,60,1.15
Friskvård Och Kroppsvård,Hud- Och Spaterapeut,Stockholm,Stockholm,0,300,Axelsons Gymnastiska Institut,MYH 2021/3876,2021,60,1.15
Friskvård Och Kroppsvård,Massage- Och Friskvårdsterapeut,Östergötland,Linköping,0,400,Bergqvists Massage & Friskvårdsutbildningar Ab,MYH 2021/3337,2021,80,1.54
"Hotell, Restaurang Och Turism",Affärsutvecklare Besöksnäring,Flera Kommuner,Flera Kommuner,1,400,Yrkesakademin Yh Ab,MYH 2021/3558,2021,80,1.54
"Hotell, Restaurang Och Turism",Affärsutvecklare Besöksnäring,Flera Kommuner,Flera Kommuner,1,400,Yrkesakademin Yh Ab,MYH 2021/3554,2021,80,1.54
"Hotell, Restaurang Och Turism",Affärsutvecklare Besöksnäring,Jämtland,Åre,0,400,Yrkesakademin Yh Ab,MYH 2021/3552,2021,80,1.54
"Hotell, Restaurang Och Turism",Arbetsledare Inom Måltidsservice,Jönköping,Tranås,0,200,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3453,2021,40,0.77
"Hotell, Restaurang Och Turism","Congress, Conference And Meeting Professional - Pco",Flera Kommuner,Flera Kommuner,1,420,Idéutvecklarna Ab,MYH 2021/3528,2021,84,1.62
"Hotell, Restaurang Och Turism",Driftansvarig Hotell,Västra Götaland,Göteborg,0,210,"Göteborgs Stad, Yrgo",MYH 2021/4127,2021,42,0.81
"Hotell, Restaurang Och Turism",Food & Beverage Manager,Stockholm,Stockholm,0,300,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4411,2021,60,1.15
"Hotell, Restaurang Och Turism",Hotel & Restaurant Manager,Flera Kommuner,Flera Kommuner,1,305,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3537,2021,61,1.17
"Hotell, Restaurang Och Turism",Hotel Supervisor,Flera Kommuner,Flera Kommuner,1,225,Yrkesakademin Yh Ab,MYH 2021/3910,2021,45,0.87
"Hotell, Restaurang Och Turism",Internationell Sommelier - Matsalsschef,Stockholm,Stockholm,0,200,Restaurangakademien Ab,MYH 2021/4346,2021,40,0.77
"Hotell, Restaurang Och Turism",Koordinator Inom Besöksnäringen,Skåne,Båstad,0,400,Båstad Kommun Akademi Båstad,MYH 2021/3617,2021,80,1.54
"Hotell, Restaurang Och Turism",Köksmästare,Västra Götaland,Göteborg,0,150,"Göteborgs Stad, Yrgo",MYH 2021/3756,2021,30,0.58
"Hotell, Restaurang Och Turism",Management Inom Hotell Och Besöksnäring,Skåne,Malmö,0,300,Tec Travel Education Centre Ab,MYH 2021/4429,2021,60,1.15
"Hotell, Restaurang Och Turism",Management Inom Hotell Och Besöksnäring,Stockholm,Stockholm,0,300,Tec Travel Education Centre Ab,MYH 2021/4428,2021,60,1.15
"Hotell, Restaurang Och Turism",Management Inom Hotell Och Besöksnäring,Västra Götaland,Göteborg,0,300,Tec Travel Education Centre Ab,MYH 2021/4426,2021,60,1.15
"Hotell, Restaurang Och Turism",Musik- Och Eventarrangör,Södermanland,Nyköping,0,400,Campus Nyköping,MYH 2021/3577,2021,80,1.54
"Hotell, Restaurang Och Turism",Project Manager Meetings And Events,Stockholm,Stockholm,0,400,Tec Travel Education Centre Ab,MYH 2021/4401,2021,80,1.54
