Education Field,Program Name,County,Municipality,Multiple Municipalities,YH Points,Provider Admin Unit,Case Number,Year,Study Weeks,Study Years
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Laboratoriemedicin,Stockholm,Stockholm,0,200,Lernia Utbildning Ab,MYH 2021/3522,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Psykiatri,Flera Kommuner,Flera Kommuner,1,210,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/4060,2021,42,0.81
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Äldreomsorg,Västra Götaland,Skövde,0,200,"Skövde Kommun, Skövde Yrkeshögskola",MYH 2021/4063,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Inom Äldrevård Med Inriktning Hälsa Och Rehabilitering,Uppsala,Uppsala,0,200,Folkuniversitetet - Stiftelsen Kursverksamheten Vid Uppsala Universitetet,MYH 2021/3892,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Multisjuka Äldre,Stockholm,Stockholm,0,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2021/3340,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Palliativ Vård,Örebro,Örebro,0,235,Örebro Kommun Yrkesutbildningscenter,MYH 2021/3254,2021,47,0.9
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Psykisk Ohälsa/Skötare,Örebro,Örebro,0,235,Örebro Kommun Yrkesutbildningscenter,MYH 2021/3214,2021,47,0.9
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistundersköterska Röntgen,Östergötland,Linköping,0,200,Medlearn Ab,MYH 2021/3502,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Akutsjukvård Distans,Västra Götaland,Vänersborg,0,200,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2021/3545,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,"Specialistutbildad Undersköterska Anestesi, Operation Och Intensivvård",Flera Kommuner,Flera Kommuner,1,200,"Göteborgs Stad, Yrgo",MYH 2021/3915,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,"Specialistutbildad Undersköterska Anestesi, Operation Och Intensivvård",Stockholm,Stockholm,0,200,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/4137,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Barn- Och Ungdomssjukvård,Västra Götaland,Göteborg,0,200,"Göteborgs Stad, Yrgo",MYH 2021/3947,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Inom Demens,Stockholm,Sollentuna,0,200,Consensum Yh S,MYH 2021/4362,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Inom Psykisk Ohälsa,Skåne,Lund,0,200,Consensum Yh L,MYH 2021/3428,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Specialistutbildad Undersköterska Inom Vård Och Omsorg Om Äldre,Västra Götaland,Härryda,0,200,Härryda Kommun,MYH 2021/3825,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Flera Kommuner,Flera Kommuner,1,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2021/3349,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Västra Götaland,Göteborg,0,200,"Göteborgs Stad, Yrgo",MYH 2021/4000,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog,Flera Kommuner,Flera Kommuner,1,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2021/3498,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Flera Kommuner,Flera Kommuner,1,200,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3118,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Gävleborg,Hofors,0,200,Omsorgsförlaget,MYH 2021/3822,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Stödpedagog Inom Funktionshinderområdet,Västerbotten,Umeå,0,200,Hermods Ab Umeå,MYH 2021/2911,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Flera Kommuner,Flera Kommuner,1,325,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3111,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Jämtland,Östersund,0,325,Folkuniversitetet – Kursverksamheten Vid Umeå Universitet,MYH 2021/4298,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Kalmar,Oskarshamn,0,325,"Oskarshamns Kommun, Nova Utbildning, Fou & Affärsutveckling",MYH 2021/3420,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Skåne,Malmö,0,325,Malmö Stad Yrkeshögskolan Malmö,MYH 2021/3773,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Stockholm,Stockholm,0,325,Medlearn Ab,MYH 2021/3553,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Stockholm,Stockholm,0,325,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3406,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Västernorrland,Sundsvall,0,325,Yrkesakademin Yh Ab,MYH 2021/3342,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Västmanland,Västerås,0,325,Medlearn Ab,MYH 2021/3503,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Västra Götaland,Göteborg,0,325,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",MYH 2021/3584,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Västra Götaland,Uddevalla,0,325,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",MYH 2021/3591,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,Tandsköterska,Jönköping,Tranås,0,325,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3112,2021,65,1.25
Hälso- Och Sjukvård Samt Socialt Arbete,"Undersköterska Med Specialistutbildning Inom Anestesi, Operation Och Intensivvård",Skåne,Malmö,0,200,Lernia Utbildning Ab,MYH 2021/4046,2021,40,0.77
Hälso- Och Sjukvård Samt Socialt Arbete,Undersköterska/Stödassistent Med Specialistkompetens Inom Välfärdsteknologi,Flera Kommuner,Flera Kommuner,1,100,"Göteborgs Stad, Yrgo",MYH 2021/3982,2021,20,0.38
Hälso- Och Sjukvård Samt Socialt Arbete,Äldrespecialiserad Undersköterska,Flera Kommuner,Flera Kommuner,1,210,"Göteborgs Stad, Yrgo",MYH 2021/4009,2021,42,0.81
Journalistik Och Information,Teknikinformatör,Stockholm,Solna,0,220,Hermods Ab Stockholm,MYH 2021/3259,2021,44,0.85
Journalistik Och Information,Teknikinformatör,Västra Götaland,Göteborg,0,230,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4062,2021,46,0.88
Journalistik Och Information,Yrkesfotograf - Fotografi Och Rörlig Bild,Uppsala,Håbo,0,600,Stiftelsen Nordens Biskops-Arnö,MYH 2021/3240,2021,120,2.31
Juridik,Paralegal,Stockholm,Stockholm,0,400,Medborgarskolan I Stockholm - Påhlmans Handelsinstitut,MYH 2021/3622,2021,80,1.54
"Kultur, Media Och Design",Art Director & Copywriter,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/4194,2021,80,1.54
"Kultur, Media Och Design",Bildbehandlare,Stockholm,Stockholm,0,500,Folkuniversitetet - Kursverksamheten Vid Stockholms Universitet,MYH 2021/4343,2021,100,1.92
"Kultur, Media Och Design",Computer Graphics Design Produktvisualisering,Västra Götaland,Göteborg,0,400,"Göteborgs Stad, Yrgo",MYH 2021/3872,2021,80,1.54
"Kultur, Media Och Design",Design Lead,Stockholm,Stockholm,0,225,Hyper Island Program Ab - Stockholm,MYH 2021/3597,2021,45,0.87
"Kultur, Media Och Design",Digital Content Designer,Skåne,Malmö,0,400,Medieinstitutet I Sverige Ab,MYH 2021/4424,2021,80,1.54
"Kultur, Media Och Design",Digital Designer,Värmland,Sunne,0,410,Sunne Kommun/Brobygrafiska,MYH 2021/3863,2021,82,1.58
"Kultur, Media Och Design",Digital Innehållsproducent,Östergötland,Linköping,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3606,2021,80,1.54
"Kultur, Media Och Design",Filmarbetare / Freelance Filmworker,Stockholm,Stockholm,0,330,Newton Kompetensutveckling Ab,MYH 2021/3228,2021,66,1.27
"Kultur, Media Och Design",Filmarbetare I Samordnande Teamfunktioner,Västra Götaland,Trollhättan,0,400,"Kunskapsförbundet Väst, Vuxenutbildningen",MYH 2021/4307,2021,80,1.54
"Kultur, Media Och Design",Futuregames Game Artist,Värmland,Karlstad,0,470,Changemaker Educations Ab,MYH 2021/4286,2021,94,1.81
"Kultur, Media Och Design",Förpackningsdesigner,Värmland,Sunne,0,400,Sunne Kommun/Brobygrafiska,MYH 2021/3930,2021,80,1.54
"Kultur, Media Och Design",Immersive Experience Creator,Flera Kommuner,Flera Kommuner,1,300,Changemaker Educations Ab,MYH 2021/4436,2021,60,1.15
"Kultur, Media Och Design",Internationell Designer Inom Textil/Mode/Funktion,Västra Götaland,Borås,0,400,Stiftelsen Proteko - Nordiska Textilakademin,MYH 2021/4253,2021,80,1.54
"Kultur, Media Och Design",Kommersiell Fotograf,Stockholm,Stockholm,0,500,Folkuniversitetet - Kursverksamheten Vid Stockholms Universitet,MYH 2021/4407,2021,100,1.92
"Kultur, Media Och Design",Kulturverkstan - Internationell Kulturprojektledare,Västra Götaland,Göteborg,0,400,Nätverkstan Kultur Ab,MYH 2021/3590,2021,80,1.54
"Kultur, Media Och Design",Leveldesigner,Skåne,Malmö,0,550,Tga Utbildning Ab,MYH 2021/3356,2021,110,2.12
"Kultur, Media Och Design",Ljud & Musikproducent,Stockholm,Stockholm,0,400,Audio Production Academy Ab,MYH 2021/3480,2021,80,1.54
"Kultur, Media Och Design",Ljud Och Musikproducent,Jönköping,Jönköping,0,400,Jönköpings Kommun,MYH 2021/3721,2021,80,1.54
"Kultur, Media Och Design",Motion Designer,Blekinge,Karlskrona,0,545,Hyper Island Program Ab - Karlskrona,MYH 2021/3605,2021,109,2.1
"Kultur, Media Och Design",Online Video Producer,Stockholm,Stockholm,0,320,Medieinstitutet I Sverige Ab,MYH 2021/4422,2021,64,1.23
"Kultur, Media Och Design",Produktionsledare Film Och Tv-Produktion,Stockholm,Stockholm,0,400,"Stockholms Stad, Frans Schartaus Handelsinstitut",MYH 2021/4121,2021,80,1.54
"Kultur, Media Och Design",Professional Video Editor,Stockholm,Stockholm,0,325,Medieinstitutet I Sverige Ab,MYH 2021/4408,2021,65,1.25
"Kultur, Media Och Design",Spelgrafiker,Skåne,Malmö,0,550,Tga Utbildning Ab,MYH 2021/3358,2021,110,2.12
"Kultur, Media Och Design",Technical Artist,Skåne,Malmö,0,300,Tga Utbildning Ab,MYH 2021/3363,2021,60,1.15
"Kultur, Media Och Design",Tv-Produktionsspecialist,Stockholm,Stockholm,0,450,Medieinstitutet I Sverige Ab,MYH 2021/4409,2021,90,1.73
"Kultur, Media Och Design",Varmsmed Gesäll,Västernorrland,Kramfors,0,700,Järnakademien Ångermanland,MYH 2021/3449,2021,140,2.69
"Kultur, Media Och Design",Vfx-Artist: 3D-Visualisering Och Digital Compositing,Västerbotten,Skellefteå,0,500,Skellefteå Kommun Vuxenutbildningen,MYH 2021/3372,2021,100,1.92
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Arbetsledare – Hållbar Grönyteförvaltning,Skåne,Ängelholm,0,300,Yrkesakademin Yh Ab,MYH 2021/3507,2021,60,1.15
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Driftledare Inom Gröna Näringar,Skåne,Malmö,0,250,Folkuniversitetet - Kursverksamheten Vid Lunds Universitet,MYH 2021/3884,2021,50,0.96
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Driftledare Lantbruk,Skåne,Kristianstad,0,215,Hushållningssällskapets Kompetensutveckling I Syd Ab ( Huskab),MYH 2021/3633,2021,43,0.83
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Equiterapeut,Södermanland,Nyköping,0,600,Campus Nyköping,MYH 2021/3724,2021,120,2.31
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Green Urban Developer,Flera Kommuner,Flera Kommuner,1,210,Hermods Ab Stockholm,MYH 2021/3083,2021,42,0.81
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Hovslagare,Stockholm,Sigtuna,0,600,Jensen Education School Ab,MYH 2021/4440,2021,120,2.31
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Kuskutbildningen I Brukshästkörning,Jämtland,Krokom,0,200,Wången Ab,MYH 2021/3468,2021,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Ridlärare,Blekinge,Olofström,0,220,"Olofströms Kommun, Yrkeshögskolan Syd",MYH 2021/3882,2021,44,0.85
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Skogsplantodlare,Västra Götaland,Svenljunga,0,200,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2021/3732,2021,40,0.77
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske",Trädgårdsmästare,Uppsala,Enköping,0,400,"Enköpings Kommun, Yrkeshögskolan I Enköping",MYH 2021/3990,2021,80,1.54
"Lantbruk, Djurvård, Trädgård, Skog Och Fiske","Trädgårdsmästare - Odling, Innovation Och Företagande",Södermanland,Nyköping,0,380,Campus Nyköping,MYH 2021/3615,2021,76,1.46
Pedagogik Och Undervisning,Lärarassistent Med Specialisering Inom Inkludering,Örebro,Örebro,0,300,Lernia Utbildning Ab,MYH 2021/4184,2021,60,1.15
Pedagogik Och Undervisning,Skolhundspedagog/Resurspedagog - Hundunderstödd Pedagogik,Västmanland,Hallstahammar,0,200,Sociala Tjänstehundar I Sverige Ab/Svenska Terapihundskolan,MYH 2021/3883,2021,40,0.77
Pedagogik Och Undervisning,Specialistbarnskötare Funktionsvariationer/Språkutveckling,Stockholm,Stockholm,0,200,Kompetensutvecklingsinstitutet Sverige Ab,MYH 2021/3327,2021,40,0.77
Pedagogik Och Undervisning,Trafiklärare,Flera Kommuner,Flera Kommuner,1,300,"Klippans Kommun, Vuxenutbildning",MYH 2021/4354,2021,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Skåne,Helsingborg,0,300,Utbildarna I Helsingborg Ab,MYH 2021/3475,2021,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Stockholm,Stockholm,0,300,Stockholms Trafiklärarutbildning,MYH 2021/4040,2021,60,1.15
Pedagogik Och Undervisning,Trafiklärare,Dalarna,Borlänge,0,300,Yrkesakademin Yh Ab,MYH 2021/2999,2021,60,1.15
Pedagogik Och Undervisning,Trafiklärarutbildning,Stockholm,Värmdö,0,300,"Värmdö Kommun, Komvux Värmdö",MYH 2021/3334,2021,60,1.15
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör - Infrastruktur,Västra Götaland,Göteborg,0,400,Hermods Ab Göteborg,MYH 2021/3137,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör Hållbart Byggande,Östergötland,Norrköping,0,400,Yrkesakademin Yh Ab,MYH 2021/3366,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Anläggningsingenjör Med Bim-Kompetens,Västra Götaland,Göteborg,0,415,Handelsakademin I Göteborg Ab,MYH 2021/4008,2021,83,1.6
Samhällsbyggnad Och Byggteknik,Arbetsledare Anläggning,Skåne,Hässleholm,0,200,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2021/4088,2021,40,0.77
Samhällsbyggnad Och Byggteknik,Betongingenjör,Västra Götaland,Göteborg,0,400,Yrkesakademin Yh Ab,MYH 2021/4043,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Bim-Samordnare,Flera Kommuner,Flera Kommuner,1,400,Yrkesakademin Yh Ab,MYH 2021/3450,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Bygglovshandläggare,Flera Kommuner,Flera Kommuner,1,400,Yrkesakademin Yh Ab,MYH 2021/4051,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Bygglovshandläggare/Byggnadsinspektör,Flera Kommuner,Flera Kommuner,1,400,Lidköpings Kommun Campus Lidköping,MYH 2021/3489,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Digitalt Byggande,Norrbotten,Luleå,0,415,Handelsakademin I Göteborg Ab,MYH 2021/3999,2021,83,1.6
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Digitalt Byggande,Skåne,Malmö,0,400,Newton Kompetensutveckling Ab,MYH 2021/4205,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Digitalt Byggande,Stockholm,Stockholm,0,400,Newton Kompetensutveckling Ab,MYH 2021/4210,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör - Produktion,Stockholm,Solna,0,400,Hermods Ab Stockholm,MYH 2021/3139,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör Bim/Cad,Västra Götaland,Göteborg,0,400,Hermods Ab Göteborg,MYH 2021/2918,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggnadsingenjör Digitalt Byggande,Flera Kommuner,Flera Kommuner,1,400,Nackademin Ab,MYH 2021/4196,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggproduktionsledare,Skåne,Malmö,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2021/4152,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggproduktionsledare,Jönköping,Jönköping,0,400,Tekniska Högskolan I Jönköping Ab,MYH 2021/4153,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Byggproduktionsledare Nybyggnation,Västra Götaland,Göteborg,0,430,Kyh Ab Göteborg,MYH 2021/3688,2021,86,1.65
Samhällsbyggnad Och Byggteknik,Digital Transformationsledare Inom Samhällsbyggnad,Skåne,Malmö,0,320,John Ericsson Institutet,MYH 2021/4394,2021,64,1.23
Samhällsbyggnad Och Byggteknik,Drift- Och Fastighetstekniker,Östergötland,Linköping,0,400,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3971,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Entreprenadingenjör,Västra Götaland,Göteborg,0,435,Kyh Ab Göteborg,MYH 2021/3710,2021,87,1.67
Samhällsbyggnad Och Byggteknik,Entreprenadingenjör - Bygg Och Anläggning,Skåne,Hässleholm,0,400,"Hässleholms Kommun, Yrkeshögskolan Syd",MYH 2021/4107,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Facility Management,Västra Götaland,Göteborg,0,400,Plushögskolan Ab - Affärshögskolan,MYH 2021/3424,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Fastighetsförvaltare,Stockholm,Botkyrka,0,500,"Botkyrka Kommun, Xenter Botkyrka",MYH 2021/3352,2021,100,1.92
Samhällsbyggnad Och Byggteknik,Fastighetsförvaltare,Västra Götaland,Göteborg,0,500,Newton Kompetensutveckling Ab,MYH 2021/4219,2021,100,1.92
Samhällsbyggnad Och Byggteknik,Fastighetsförvaltare,Östergötland,Linköping,0,500,Tuc Sweden Ab - Yrkeshögskola,MYH 2021/3347,2021,100,1.92
Samhällsbyggnad Och Byggteknik,"Fastighetsingenjör - Drift, Underhåll Och Fastighetsförvaltning",Stockholm,Nacka,0,425,Kyh Ab Stockholm,MYH 2021/3664,2021,85,1.63
Samhällsbyggnad Och Byggteknik,Handläggare På Byggnadsnämnd,Flera Kommuner,Flera Kommuner,1,400,Kyh Ab,MYH 2021/3656,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Handläggare På Byggnadsnämnd,Stockholm,Stockholm,0,400,Kyh Ab,MYH 2021/3727,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Järnvägsingenjör,Stockholm,Solna,0,400,Nackademin Ab,MYH 2021/3775,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Järnvägsprojektör,Halland,Varberg,0,400,Campus Varberg/Varbergs Kommun,MYH 2021/3485,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Järnvägsprojektör (Est),Stockholm,Stockholm,0,415,Stiftelsen Stockholms Tekniska Institut,MYH 2021/4087,2021,83,1.6
Samhällsbyggnad Och Byggteknik,Kulturmålare - Traditionellt Byggnadsmåleri,Västra Götaland,Mariestad,0,200,"Mariestads Kommun, Dacapo Mariestad",MYH 2021/3878,2021,40,0.77
Samhällsbyggnad Och Byggteknik,"Miljö- Och Drifttekniker, Vatten Och Avlopp",Västerbotten,Umeå,0,210,Kunskap & Kompetens I Sverige Ab,MYH 2021/3987,2021,42,0.81
Samhällsbyggnad Och Byggteknik,Miljösamordnare Hållbara Byggnader,Flera Kommuner,Flera Kommuner,1,400,Kyh Ab,MYH 2021/3665,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Mätningsingenjör,Västra Götaland,Göteborg,0,400,Plushögskolan Ab - Teknikhögskolan,MYH 2021/3566,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Mätningsingenjör Bygg Och Anläggning,Skåne,Malmö,0,400,Kyh Ab Malmö,MYH 2021/3652,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Mätningsingenjör Bygg Och Anläggning,Stockholm,Nacka,0,420,Kyh Ab Stockholm,MYH 2021/3704,2021,84,1.62
Samhällsbyggnad Och Byggteknik,Mätningstekniker,Västernorrland,Kramfors,0,415,"Kramfors Kommun, Yrkeshögskolan Höga Kusten",MYH 2021/3797,2021,83,1.6
Samhällsbyggnad Och Byggteknik,Mätningstekniker Specialistkompetens Geodesi,Västerbotten,Umeå,0,425,Hermods Ab Umeå,MYH 2021/2971,2021,85,1.63
Samhällsbyggnad Och Byggteknik,Platschef,Stockholm,Solna,0,200,Nackademin Ab,MYH 2021/4199,2021,40,0.77
Samhällsbyggnad Och Byggteknik,Platschef - Bygg Och Anläggning,Jönköping,Jönköping,0,195,Tekniska Högskolan I Jönköping Ab,MYH 2021/4157,2021,39,0.75
Samhällsbyggnad Och Byggteknik,"Processtekniker Krossning, Asfalt Och Betong",Flera Kommuner,Flera Kommuner,1,325,"Vilhelmina Kommun, Vilhelmina Lärcentrum",MYH 2021/3621,2021,65,1.25
Samhällsbyggnad Och Byggteknik,Projektinköpare/Entreprenadingenjör Bygg Och Anläggning,Stockholm,Stockholm,0,400,Företagsekonomiska Institutet 1888 Ab,MYH 2021/4108,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Projektledare Inom Installationsbranschen,Skåne,Landskrona,0,200,"Landskrona Stad, Yrkeshögskolan Landskrona",MYH 2021/3866,2021,40,0.77
Samhällsbyggnad Och Byggteknik,Projektledare Relining,Skåne,Kristianstad,0,200,Alea Kompetenshöjning Ab,MYH 2021/3927,2021,40,0.77
Samhällsbyggnad Och Byggteknik,Småskalig Virkesförädling: Sågning Och Timmerhantverk,Västra Götaland,Svenljunga,0,200,"Västra Götalands Läns Landsting, Biologiska Yrkeshögskolan I Skara - Bys",MYH 2021/3750,2021,40,0.77
Samhällsbyggnad Och Byggteknik,Teknisk Förvaltare,Västra Götaland,Göteborg,0,500,Fastighetsakademin Sverige Ab,MYH 2021/3252,2021,100,1.92
Samhällsbyggnad Och Byggteknik,Trafikteknik,Örebro,Örebro,0,400,Consensus Sverige Ab,MYH 2021/3733,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Va-Läcksökare,Stockholm,Stockholm,0,225,Alea Kompetenshöjning Ab,MYH 2021/3796,2021,45,0.87
Samhällsbyggnad Och Byggteknik,Va-Projektör,Stockholm,Solna,0,300,Nackademin Ab,MYH 2021/3794,2021,60,1.15
Samhällsbyggnad Och Byggteknik,Vatten Och Miljötekniker,Skåne,Höör,0,400,Alea Kompetenshöjning Ab,MYH 2021/3454,2021,80,1.54
Samhällsbyggnad Och Byggteknik,Vvs-Ingenjör,Örebro,Örebro,0,400,Hermods Ab Örebro,MYH 2021/2939,2021,80,1.54
Säkerhetstjänster,Arbetsmiljöingenjör,Västerbotten,Skellefteå,0,440,Tcc Holding Ab,MYH 2021/4280,2021,88,1.69
Säkerhetstjänster,Arbetsmiljöingenjör,Västra Götaland,Göteborg,0,400,Folkuniversitetet Kursverksamheten Vid Göteborgs Universitet,MYH 2021/4090,2021,80,1.54
Säkerhetstjänster,Beredskaps- Och Säkerhetssamordnare,Västra Götaland,Göteborg,0,200,Svenska Ledargruppen Ab,MYH 2021/4301,2021,40,0.77
Säkerhetstjänster,Informationssäkerhetsspecialist,Västernorrland,Sundsvall,0,200,"Sundsvalls Kommun, Vuxenutbildningen",MYH 2021/3007,2021,40,0.77
Säkerhetstjänster,Kvalificerad Säkerhetsingenjör,Stockholm,Stockholm,0,300,Säkerhetsuniversitetet,MYH 2021/3571,2021,60,1.15
Säkerhetstjänster,Säkerhets- Och Trygghetskoordinator,Västra Götaland,Göteborg,0,300,Företagsuniversitetet Ab,MYH 2021/3487,2021,60,1.15
Teknik Och Tillverkning,3D Cad-Ingenjör,Gävleborg,Bollnäs,0,415,Hälsinglands Utbildningsförbund - Cfl Bollnäs,MYH 2021/3614,2021,83,1.6
Teknik Och Tillverkning,"3D-Tekniker, Additiv Teknik I Metall",Kalmar,Hultsfred,0,400,Östsvenska Yrkeshögskolan Ab,MYH 2021/3743,2021,80,1.54
Teknik Och Tillverkning,Auktoriserad Elinstallatör,Västra Götaland,Trollhättan,0,120,Nercia Utbildning,MYH 2021/3539,2021,24,0.46
Teknik Och Tillverkning,Automations- Och Digitaliseringsingenjör,Flera Kommuner,Flera Kommuner,1,400,"Halmstads Kommun, Vuxenutbildningen",MYH 2021/4313,2021,80,1.54
Teknik Och Tillverkning,Automationsingenjör För Hållbar Industri 4.0,Kalmar,Oskarshamn,0,400,Etec Teknikutbildning Ab,MYH 2021/3405,2021,80,1.54
Teknik Och Tillverkning,Automationsingenjör Inriktning Processteknik,Värmland,Karlstad,0,400,"Karlstads Kommun, Yrkeshögskolan",MYH 2021/4167,2021,80,1.54
Teknik Och Tillverkning,Automationstekniker - Inriktning Drift Och Underhåll Av Digitala Produktionssystem,Västmanland,Västerås,0,400,Lernia Utbildning Ab,MYH 2021/3846,2021,80,1.54
Teknik Och Tillverkning,Bagare Och Konditor,Västmanland,Västerås,0,230,Västerås Stad/Barn- Och Utbildningsförvaltningen/Västerås Yrkeshögskola,MYH 2021/3313,2021,46,0.88
Teknik Och Tillverkning,Bagare Och Konditor,Västra Götaland,Göteborg,0,225,"Göteborgs Stad, Yrgo",MYH 2021/3747,2021,45,0.87
Teknik Och Tillverkning,Bergsskoletekniker – Berg- Och Anläggningsindustri,Värmland,Filipstad,0,400,Bergsskolan Kompetensutveckling Ab,MYH 2021/3568,2021,80,1.54
Teknik Och Tillverkning,Bergsskoletekniker – Metall- Och Verkstadsindustri,Värmland,Filipstad,0,400,Bergsskolan Kompetensutveckling Ab,MYH 2021/3573,2021,80,1.54
Teknik Och Tillverkning,Bryggeritekniker - Öl Och Andra Drycker,Skåne,Kristianstad,0,230,"Kristianstad Kommun, Vuxenutbildningen",MYH 2021/3484,2021,46,0.88
